Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForPNCCloseAtTheRightTimes,Magic Number,The method contains a magic number: 2012,283
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Long Statement,The length of the statement "schedule.assertAlertsStartWith("DMPA Injectable Refill"`earliest`dateWithYear(1`JANUARY`2012)`dateWithYear(2`JANUARY`2012)`dateWithYear(3`JANUARY`2012)`dateWithYear(4`JANUARY`2012));" is 182.,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Long Statement,The length of the statement "schedule.assertAlerts("DMPA Injectable Refill"`due`dateWithYear(25`MARCH`2012)`dateWithYear(26`MARCH`2012)`dateWithYear(27`MARCH`2012)`dateWithYear(28`MARCH`2012)`dateWithYear(29`MARCH`2012)`dateWithYear(30`MARCH`2012)`dateWithYear(31`MARCH`2012));" is 248.,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Long Statement,The length of the statement "schedule.assertAlertsStartWith("DMPA Injectable Refill"`late`dateWithYear(1`APRIL`2012)`dateWithYear(2`APRIL`2012)`dateWithYear(3`APRIL`2012)`dateWithYear(4`APRIL`2012)`dateWithYear(5`APRIL`2012)`dateWithYear(6`APRIL`2012)`dateWithYear(7`APRIL`2012));" is 251.,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 14,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 3,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 4,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 25,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 26,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 27,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 28,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 29,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 30,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 31,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 3,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 4,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 5,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 6,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 7,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForDMPAInjectableRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,296
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Long Statement,The length of the statement "schedule.assertAlerts("OCP Refill"`due`dateWithYear(1`JANUARY`2012)`dateWithYear(2`JANUARY`2012)`dateWithYear(3`JANUARY`2012)`dateWithYear(4`JANUARY`2012)`dateWithYear(5`JANUARY`2012)`dateWithYear(6`JANUARY`2012)`dateWithYear(7`JANUARY`2012));" is 243.,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Long Statement,The length of the statement "schedule.assertAlertsStartWith("OCP Refill"`late`dateWithYear(8`JANUARY`2012)`dateWithYear(9`JANUARY`2012)`dateWithYear(10`JANUARY`2012)`dateWithYear(11`JANUARY`2012)`dateWithYear(12`JANUARY`2012)`dateWithYear(13`JANUARY`2012)`dateWithYear(14`JANUARY`2012));" is 258.,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 14,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 3,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 4,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 5,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 6,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 7,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 8,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 9,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 10,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 11,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 12,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 13,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 14,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForOCPRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,311
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Long Statement,The length of the statement "schedule.assertAlerts("Condom Refill"`due`dateWithYear(1`JANUARY`2012)`dateWithYear(2`JANUARY`2012)`dateWithYear(3`JANUARY`2012)`dateWithYear(4`JANUARY`2012)`dateWithYear(5`JANUARY`2012)`dateWithYear(6`JANUARY`2012)`dateWithYear(7`JANUARY`2012));" is 246.,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Long Statement,The length of the statement "schedule.assertAlertsStartWith("Condom Refill"`late`dateWithYear(8`JANUARY`2012)`dateWithYear(9`JANUARY`2012)`dateWithYear(10`JANUARY`2012)`dateWithYear(11`JANUARY`2012));" is 171.,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 14,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 3,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 4,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 5,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 6,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 7,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 8,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 9,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 10,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 11,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForCondomRefillAtTheRightTimes,Magic Number,The method contains a magic number: 2012,325
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Long Statement,The length of the statement "schedule.assertAlerts("Female sterilization Followup 1"`late`dateWithYear(3`JANUARY`2012)`dateWithYear(4`JANUARY`2012)`dateWithYear(5`JANUARY`2012)`dateWithYear(6`JANUARY`2012)`dateWithYear(7`JANUARY`2012));" is 207.,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Long Statement,The length of the statement "schedule.assertAlertsStartWith("Female sterilization Followup 2"`late`dateWithYear(10`JANUARY`2012)`dateWithYear(11`JANUARY`2012)`dateWithYear(12`JANUARY`2012)`dateWithYear(13`JANUARY`2012)`dateWithYear(14`JANUARY`2012)`dateWithYear(15`JANUARY`2012));" is 251.,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Long Statement,The length of the statement "schedule.assertAlertsStartWith("Female sterilization Followup 3"`due`dateWithYear(1`FEBRUARY`2012)`dateWithYear(2`FEBRUARY`2012));" is 130.,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Long Statement,The length of the statement "schedule.assertAlertsStartWith("Female sterilization Followup 3"`late`dateWithYear(8`FEBRUARY`2012)`dateWithYear(9`FEBRUARY`2012)`dateWithYear(10`FEBRUARY`2012)`dateWithYear(11`FEBRUARY`2012)`dateWithYear(12`FEBRUARY`2012)`dateWithYear(13`FEBRUARY`2012));" is 255.,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 14,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 3,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 4,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 5,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 6,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 7,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 8,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 9,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 10,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 11,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 12,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 13,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 14,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 15,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
