Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
xp,com.enonic.xp.admin.impl.rest.resource.schema.mixin,MixinResourceTest,testMixinIcon,Magic Number,The method contains a magic number: 20,103
xp,com.enonic.xp.admin.impl.rest.resource.schema.mixin,MixinResourceTest,testMixinIcon_default_image,Long Statement,The length of the statement "Mixin mixin=Mixin.create().name("myapplication:postal_code").displayName("My content type").addFormItem(Input.create().name("postal_code").label("Postal code").inputType(InputTypeName.TEXT_LINE).build()).build();" is 212.,126
xp,com.enonic.xp.admin.impl.rest.resource.schema.mixin,MixinResourceTest,testMixinIcon_default_image,Magic Number,The method contains a magic number: 20,126
xp,com.enonic.xp.admin.impl.rest.resource.schema.mixin,MixinResourceTest,testMixinIcon_default_image,Magic Number,The method contains a magic number: 20,126
xp,com.enonic.xp.admin.impl.rest.resource.schema.relationship,RelationshipTypeResourceTest,testRequestGetRelationshipTypeJson_existing,Long Statement,The length of the statement "final RelationshipType relationshipType=RelationshipType.create().name("myapplication:the_relationship_type").description("RT description").build();" is 148.,43
xp,com.enonic.xp.admin.impl.rest.resource.schema.relationship,RelationshipTypeResourceTest,testRequestGetRelationshipTypeJson_existing,Long Statement,The length of the statement "String response=request().path("schema/relationship").queryParam("name"`"myapplication:the_relationship_type").get().getAsString();" is 131.,43
xp,com.enonic.xp.admin.impl.rest.resource.schema.relationship,RelationshipTypeResourceTest,testRequestGetRelationshipTypeJson_not_found,Long Statement,The length of the statement "final MockRestResponse response=request().path("schema/relationship").queryParam("name"`"myapplication:relationship_type").get();" is 129.,62
xp,com.enonic.xp.admin.impl.rest.resource.schema.relationship,RelationshipTypeResourceTest,testRequestGetRelationshipTypeJson_not_found,Magic Number,The method contains a magic number: 404,62
xp,com.enonic.xp.admin.impl.rest.resource.schema.relationship,RelationshipTypeResourceTest,testList,Long Statement,The length of the statement "final RelationshipType relationshipType1=RelationshipType.create().name("myapplication:the_relationship_type_1").build();" is 121.,73
xp,com.enonic.xp.admin.impl.rest.resource.schema.relationship,RelationshipTypeResourceTest,testList,Long Statement,The length of the statement "final RelationshipType relationshipType2=RelationshipType.create().name("myapplication:the_relationship_type_2").build();" is 121.,73
xp,com.enonic.xp.admin.impl.rest.resource.schema.relationship,RelationshipTypeResourceTest,testRelationshipTypeIcon,Long Statement,The length of the statement "RelationshipType relationshipType=RelationshipType.create().name("myapplication:like").fromSemantic("likes").toSemantic("liked by").addAllowedFromType(ContentTypeName.from("myapplication:person")).addAllowedToType(ContentTypeName.from("myapplication:person")).icon(icon).build();" is 279.,94
xp,com.enonic.xp.admin.impl.rest.resource.schema.relationship,RelationshipTypeResourceTest,testRelationshipTypeIcon,Magic Number,The method contains a magic number: 20,94
xp,com.enonic.xp.admin.impl.rest.resource.schema.relationship,RelationshipTypeResourceTest,testRelationshipTypeIcon,Magic Number,The method contains a magic number: 20,94
xp,com.enonic.xp.admin.impl.rest.resource.schema.relationship,RelationshipTypeResourceTest,testRelationshipTypeIcon_default_image,Long Statement,The length of the statement "RelationshipType relationshipType=RelationshipType.create().name("myapplication:like").fromSemantic("likes").toSemantic("liked by").addAllowedFromType(ContentTypeName.from("myapplication:person")).addAllowedToType(ContentTypeName.from("myapplication:person")).build();" is 268.,119
xp,com.enonic.xp.admin.impl.rest.resource.schema.relationship,RelationshipTypeResourceTest,testRelationshipTypeIcon_default_image,Magic Number,The method contains a magic number: 20,119
xp,com.enonic.xp.admin.impl.rest.resource.schema.relationship,RelationshipTypeResourceTest,testRelationshipTypeIcon_default_image,Magic Number,The method contains a magic number: 20,119
xp,com.enonic.xp.admin.impl.rest.resource.schema.relationship,RelationshipTypeResource,get,Long Identifier,The length of the field relationshipTypeIconUrlResolver is 31.,51
xp,com.enonic.xp.admin.impl.rest.resource.schema.relationship,RelationshipTypeResource,list,Long Identifier,The length of the field relationshipTypeIconUrlResolver is 31.,71
xp,com.enonic.xp.admin.impl.rest.resource.schema.relationship,RelationshipTypeResource,getByApplication,Long Identifier,The length of the field relationshipTypeIconUrlResolver is 31.,80
xp,com.enonic.xp.admin.impl.rest.resource.schema.relationship,RelationshipTypeResource,setRelationshipTypeService,Long Identifier,The length of the field relationshipTypeIconUrlResolver is 31.,126
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResourceTest,get_contentType_with_only_one_input,Long Statement,The length of the statement "final ContentType contentType=ContentType.create().name(MY_CTY_QUALIFIED_NAME).createdTime(SOME_DATE).superType(ContentTypeName.unstructured()).displayName("My ContentType").description("My description").icon(Icon.from(new byte[]{123}`"image/gif"`SOME_DATE)).addFormItem(Input.create().name("myTextLine").inputType(InputTypeName.TEXT_LINE).label("My text line").required(true).build()).build();" is 394.,60
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResourceTest,get_contentType_with_only_one_input,Long Statement,The length of the statement "String jsonString=request().path("schema/content").queryParam("name"`MY_CTY_QUALIFIED_NAME.toString()).queryParam("inlineMixinsToFormItems"`"false").get().getAsString();" is 169.,60
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResourceTest,get_contentType_with_all_formItem_types,Long Statement,The length of the statement "Input myTextLine=Input.create().name("myTextLine").inputType(InputTypeName.TEXT_LINE).label("My text line").required(true).build();" is 131.,91
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResourceTest,get_contentType_with_all_formItem_types,Long Statement,The length of the statement "Input myCustomInput=Input.create().name("myCheckbox").inputType(InputTypeName.CHECK_BOX).label("My checkbox input").required(false).build();" is 140.,91
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResourceTest,get_contentType_with_all_formItem_types,Long Statement,The length of the statement "FieldSet myFieldSet=FieldSet.create().name("myFieldSet").label("My field set").addFormItem(Input.create().name("myTextLine").inputType(InputTypeName.TEXT_LINE).label("My text line").required(false).build()).build();" is 215.,91
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResourceTest,get_contentType_with_all_formItem_types,Long Statement,The length of the statement "FormItemSet myFormItemSet=FormItemSet.create().name("myFormItemSet").label("My form item set").addFormItem(Input.create().name("myTextLine").inputType(InputTypeName.TEXT_LINE).label("My text line").required(false).build()).build();" is 231.,91
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResourceTest,get_contentType_with_all_formItem_types,Long Statement,The length of the statement "ContentType contentType=ContentType.create().createdTime(SOME_DATE).name(MY_CTY_QUALIFIED_NAME).icon(Icon.from(new byte[]{123}`"image/gif"`SOME_DATE)).superType(ContentTypeName.unstructured()).addFormItem(myTextLine).addFormItem(myCustomInput).addFormItem(myFieldSet).addFormItem(myFormItemSet).addFormItem(myInline).build();" is 325.,91
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResourceTest,get_contentType_with_all_formItem_types,Long Statement,The length of the statement "String jsonString=request().path("schema/content").queryParam("name"`MY_CTY_QUALIFIED_NAME.toString()).queryParam("inlineMixinsToFormItems"`"false").get().getAsString();" is 169.,91
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResourceTest,list_one_contentType_with_only_one_input,Long Statement,The length of the statement "final ContentType contentType=ContentType.create().createdTime(SOME_DATE).name(MY_CTY_QUALIFIED_NAME).icon(Icon.from(new byte[]{123}`"image/gif"`SOME_DATE)).superType(ContentTypeName.unstructured()).addFormItem(Input.create().name("myTextLine").inputType(InputTypeName.TEXT_LINE).label("My text line").required(true).build()).build();" is 334.,160
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResourceTest,list_one_contentType_with_only_one_input,Long Statement,The length of the statement "Mockito.when(contentTypeService.getAll(Mockito.isA(GetAllContentTypesParams.class))).thenReturn(ContentTypes.from(contentType));" is 128.,160
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResourceTest,list_one_contentType_with_only_one_input,Long Statement,The length of the statement "String jsonString=request().path("schema/content/all").queryParam("names"`MY_CTY_QUALIFIED_NAME.toString()).queryParam("format"`"JSON").queryParam("inlineMixinsToFormItems"`"false").get().getAsString();" is 202.,160
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResourceTest,testContentTypeIcon,Long Statement,The length of the statement "final ContentType contentType=ContentType.create().name("myapplication:my_content_type").displayName("My content type").superType(ContentTypeName.from("myapplication:unstructured")).icon(schemaIcon).build();" is 207.,193
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResourceTest,testContentTypeIcon,Magic Number,The method contains a magic number: 20,193
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResourceTest,testContentTypeIcon,Magic Number,The method contains a magic number: 20,193
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResourceTest,testContentTypeIcon_fromSuperType,Long Statement,The length of the statement "final ContentType systemContentType=ContentType.create().superType(ContentTypeName.structured()).name("myapplication:unstructured").displayName("Unstructured").icon(schemaIcon).build();" is 185.,216
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResourceTest,testContentTypeIcon_fromSuperType,Long Statement,The length of the statement "final ContentType contentType=ContentType.create().name("myapplication:my_content_type").displayName("My content type").superType(systemContentType.getName()).build();" is 167.,216
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResourceTest,testContentTypeIcon_fromSuperType,Magic Number,The method contains a magic number: 20,216
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResourceTest,testContentTypeIcon_fromSuperType,Magic Number,The method contains a magic number: 20,216
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResourceTest,testContentTypeIcon_notFound,Magic Number,The method contains a magic number: 10,246
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResourceTest,testContentTypeIcon_notFound,Magic Number,The method contains a magic number: 404,246
xp,com.enonic.xp.admin.impl.rest.resource.schema.content,ContentTypeResource,get,Long Statement,The length of the statement "final GetContentTypeParams getContentTypes=GetContentTypeParams.from(name).inlineMixinsToFormItems(inlineMixinsToFormItems);" is 124.,50
xp,com.enonic.xp.admin.impl.rest.resource,AbstractResourceTest,mockCurrentContextHttpRequest,Magic Number,The method contains a magic number: 80,50
xp,com.enonic.xp.admin.impl.rest.resource.security,SecurityResourceTest,getUserStoreByKey,Long Statement,The length of the statement "final User user1=User.create().key(PrincipalKey.from("user:local:user1")).displayName("User 1").login("user1").modifiedTime(Instant.now(clock)).build();" is 152.,97
xp,com.enonic.xp.admin.impl.rest.resource.security,SecurityResourceTest,getUserStoreByKey,Long Statement,The length of the statement "final Group group1=Group.create().key(PrincipalKey.from("group:local:mygroup")).displayName("My Group").modifiedTime(Instant.now(clock)).build();" is 145.,97
xp,com.enonic.xp.admin.impl.rest.resource.security,SecurityResourceTest,getUserStoreByKey,Long Statement,The length of the statement "final UserStoreAccessControlList userStorePermissions=UserStoreAccessControlList.create().add(UserStoreAccessControlEntry.create().principal(PrincipalKey.from("user:local:user1")).access(UserStoreAccess.CREATE_USERS).build()).add(UserStoreAccessControlEntry.create().principal(PrincipalKey.from("group:local:mygroup")).access(UserStoreAccess.USER_STORE_MANAGER).build()).build();" is 379.,97
xp,com.enonic.xp.admin.impl.rest.resource.security,SecurityResourceTest,getDefaultUserStorePermissions,Long Statement,The length of the statement "final UserStoreAccessControlList userStoreAccessControlList=UserStoreAccessControlList.of(UserStoreAccessControlEntry.create().principal(PrincipalKey.from("role:system.authenticated")).access(READ).build()`UserStoreAccessControlEntry.create().principal(PrincipalKey.from("role:system.admin")).access(ADMINISTRATOR).build());" is 324.,133
xp,com.enonic.xp.admin.impl.rest.resource.security,SecurityResourceTest,getDefaultUserStorePermissions,Long Statement,The length of the statement "final Principals principals=Principals.from(Role.create().displayName("Authenticated").key(PrincipalKey.from("role:system.authenticated")).build()`Role.create().displayName("Administrator").key(PrincipalKey.from("role:system.admin")).build());" is 243.,133
xp,com.enonic.xp.admin.impl.rest.resource.security,SecurityResourceTest,createUserStore,Long Statement,The length of the statement "final User user1=User.create().key(PrincipalKey.from("user:system:user1")).displayName("User 1").login("user1").modifiedTime(Instant.now(clock)).build();" is 153.,153
xp,com.enonic.xp.admin.impl.rest.resource.security,SecurityResourceTest,createUserStore,Long Statement,The length of the statement "final UserStoreAccessControlList permissions=UserStoreAccessControlList.of(UserStoreAccessControlEntry.create().principal(PrincipalKey.from("user:system:user1")).access(ADMINISTRATOR).build());" is 193.,153
xp,com.enonic.xp.admin.impl.rest.resource.security,SecurityResourceTest,createUserStore,Long Statement,The length of the statement "String jsonString=request().path("security/userstore/create").entity(readFromFile("createUserStoreParams.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 166.,153
