Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.test,MinecraftProtocolTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.test,MinecraftProtocolTest,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: ClientboundLoginPacket; ClientboundSystemChatPacket in method login
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.test,MinecraftProtocolTest,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: ClientboundLoginPacket; ClientboundSystemChatPacket in method login
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,ClientListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,ClientListener,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: ClientboundHelloPacket; ClientboundGameProfilePacket; ClientboundLoginDisconnectPacket; ClientboundLoginCompressionPacket; ClientboundStatusResponsePacket; ClientboundPongResponsePacket; ClientboundKeepAlivePacket; ClientboundDisconnectPacket in method packetReceived
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,ClientListener,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: ClientboundHelloPacket; ClientboundGameProfilePacket; ClientboundLoginDisconnectPacket; ClientboundLoginCompressionPacket; ClientboundStatusResponsePacket; ClientboundPongResponsePacket; ClientboundKeepAlivePacket; ClientboundDisconnectPacket in method packetReceived
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,MinecraftProtocol,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,ServerListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,ServerListener,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: ClientIntentionPacket; ServerboundHelloPacket; ServerboundKeyPacket; ServerboundStatusRequestPacket; ServerboundPingRequestPacket; ServerboundKeepAlivePacket in method packetReceived
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol,ServerListener,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: ClientIntentionPacket; ServerboundHelloPacket; ServerboundKeyPacket; ServerboundStatusRequestPacket; ServerboundPingRequestPacket; ServerboundKeepAlivePacket in method packetReceived
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.codec,MinecraftCodecHelper,Hub-like Modularization,The tool detected the smell in this class because this class has high number of incoming as well as outgoing dependencies. Incoming dependecies: NetworkDataTests; ChunkTest; LightUpdateData; MapPalette; ListPalette; BooleanEntityMetadata; ByteEntityMetadata; FloatEntityMetadata; IntEntityMetadata; BooleanMetadataType; EntityMetadata; IntMetadataType; MetadataType; FloatMetadataType; ByteMetadataType; MinecraftPacket; MinecraftPacketSerializer; ClientIntentionPacket; ClientboundStatusResponsePacket; ClientboundPongResponsePacket; ServerboundStatusRequestPacket; ServerboundPingRequestPacket; ClientboundGameProfilePacket; ClientboundLoginDisconnectPacket; ClientboundLoginCompressionPacket; ClientboundHelloPacket; ClientboundCustomQueryPacket; ServerboundHelloPacket; ServerboundKeyPacket; ServerboundCustomQueryPacket; ClientboundSoundEntityPacket; ClientboundSetDisplayChatPreviewPacket; ClientboundDisconnectPacket; ClientboundBossEventPacket; ClientboundPlayerInfoPacket; ClientboundUpdateRecipesPacket; ClientboundPingPacket; ClientboundStopSoundPacket; ClientboundUpdateAdvancementsPacket; ClientboundUpdateTagsPacket; ClientboundSetCameraPacket; ClientboundResourcePackPacket; ClientboundChatPreviewPacket; ClientboundCooldownPacket; ClientboundSystemChatPacket; ClientboundServerDataPacket; ClientboundAwardStatsPacket; ClientboundLoginPacket; ClientboundChangeDifficultyPacket; ClientboundCommandSuggestionsPacket; ClientboundTabListPacket; ClientboundRecipePacket; ClientboundCommandsPacket; ClientboundSelectAdvancementsTabPacket; ClientboundPlayerChatPacket; ClientboundRespawnPacket; ClientboundCustomPayloadPacket; ClientboundKeepAlivePacket; ClientboundSetDisplayObjectivePacket; ClientboundSetObjectivePacket; ClientboundSetPlayerTeamPacket; ClientboundSetScorePacket; ClientboundOpenSignEditorPacket; ClientboundExplodePacket; ClientboundForgetLevelChunkPacket; ClientboundSetDefaultSpawnPositionPacket; ClientboundLightUpdatePacket; ClientboundLevelChunkWithLightPacket; ClientboundLevelParticlesPacket; ClientboundSetTimePacket; ClientboundSectionBlocksUpdatePacket; ClientboundBlockDestructionPacket; ClientboundSoundPacket; ClientboundGameEventPacket; ClientboundTagQueryPacket; ClientboundSetChunkCacheRadiusPacket; ClientboundCustomSoundPacket; ClientboundBlockEventPacket; ClientboundBlockUpdatePacket; ClientboundSetSimulationDistancePacket; ClientboundLevelEventPacket; ClientboundSetChunkCacheCenterPacket; ClientboundMapItemDataPacket; ClientboundBlockEntityDataPacket; ClientboundSetBorderSizePacket; ClientboundSetBorderCenterPacket; ClientboundSetBorderWarningDelayPacket; ClientboundSetBorderLerpSizePacket; ClientboundSetBorderWarningDistancePacket; ClientboundInitializeBorderPacket; ClientboundContainerSetSlotPacket; ClientboundOpenBookPacket; ClientboundContainerClosePacket; ClientboundPlaceGhostRecipePacket; ClientboundOpenScreenPacket; ClientboundHorseScreenOpenPacket; ClientboundContainerSetContentPacket; ClientboundContainerSetDataPacket; ClientboundMerchantOffersPacket; ClientboundSetSubtitleTextPacket; ClientboundClearTitlesPacket; ClientboundSetTitleTextPacket; ClientboundSetActionBarTextPacket; ClientboundSetTitlesAnimationPacket; ClientboundPlayerAbilitiesPacket; ClientboundPlayerCombatEndPacket; ClientboundSetExperiencePacket; ClientboundBlockChangedAckPacket; ClientboundSetHealthPacket; ClientboundPlayerCombatKillPacket; ClientboundPlayerCombatEnterPacket; ClientboundSetCarriedItemPacket; ClientboundPlayerLookAtPacket; ClientboundPlayerPositionPacket; ClientboundRotateHeadPacket; ClientboundMoveVehiclePacket; ClientboundSetPassengersPacket; ClientboundSetEntityDataPacket; ClientboundUpdateMobEffectPacket; ClientboundMoveEntityRotPacket; ClientboundTakeItemEntityPacket; ClientboundRemoveMobEffectPacket; ClientboundRemoveEntitiesPacket; ClientboundEntityEventPacket; ClientboundTeleportEntityPacket; ClientboundUpdateAttributesPacket; ClientboundSetEntityMotionPacket; ClientboundMoveEntityPosRotPacket; ClientboundAnimatePacket; ClientboundSetEntityLinkPacket; ClientboundSetEquipmentPacket; ClientboundMoveEntityPosPacket; ClientboundAddEntityPacket; ClientboundAddExperienceOrbPacket; ClientboundAddPlayerPacket; ServerboundUseItemPacket; ServerboundSetCarriedItemPacket; ServerboundUseItemOnPacket; ServerboundMovePlayerPosPacket; ServerboundMovePlayerStatusOnlyPacket; ServerboundSwingPacket; ServerboundPlayerActionPacket; ServerboundMovePlayerRotPacket; ServerboundPlayerAbilitiesPacket; ServerboundPlayerCommandPacket; ServerboundMovePlayerPosRotPacket; ServerboundInteractPacket; ServerboundCustomPayloadPacket; ServerboundChatPacket; ServerboundPongPacket; ServerboundLockDifficultyPacket; ServerboundChatCommandPacket; ServerboundClientInformationPacket; ServerboundResourcePackPacket; ServerboundKeepAlivePacket; ServerboundClientCommandPacket; ServerboundCommandSuggestionPacket; ServerboundChangeDifficultyPacket; ServerboundChatPreviewPacket; ServerboundPaddleBoatPacket; ServerboundPlayerInputPacket; ServerboundTeleportToEntityPacket; ServerboundBlockEntityTagQuery; ServerboundAcceptTeleportationPacket; ServerboundEntityTagQuery; ServerboundMoveVehiclePacket; ServerboundSignUpdatePacket; ServerboundJigsawGeneratePacket; ServerboundSetCommandBlockPacket; ServerboundSetBeaconPacket; ServerboundContainerClickPacket; ServerboundRenameItemPacket; ServerboundSeenAdvancementsPacket; ServerboundContainerClosePacket; ServerboundSelectTradePacket; ServerboundContainerButtonClickPacket; ServerboundRecipeBookSeenRecipePacket; ServerboundSetJigsawBlockPacket; ServerboundEditBookPacket; ServerboundSetStructureBlockPacket; ServerboundSetCommandMinecartPacket; ServerboundRecipeBookChangeSettingsPacket; ServerboundPickItemPacket; ServerboundSetCreativeModeSlotPacket; ServerboundPlaceRecipePacket; PacketTest. Outgoing dependencies: ItemStack; Direction; Pose; PaintingType; DefaultComponentSerializer; EntityMetadata; MetadataType; GlobalPos; Identifier; ParticleType; Particle; ParticleData; PositionSource; PositionSourceType; VillagerData; ModifierOperation; Effect; BlockBreakStage; BlockEntityType; LightUpdateData; LevelEvent; StatisticCategory; SoundCategory; BuiltinSound; EntityEvent; Ingredient; PaletteType; DataPalette; Palette; BitStorage; ChunkSection; NibbleArray3d; GlobalPalette
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.codec,MinecraftCodec,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: LEVEL_EVENTS; SOUND_NAMES; CODEC
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.codec,MinecraftCodec,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LEVEL_EVENTS; SOUND_NAMES; CODEC
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.codec,MinecraftPacketSerializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.handshake.serverbound,ClientIntentionPacketTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.status.clientbound,ClientboundStatusResponsePacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.status.clientbound,ClientboundPongResponsePacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.status.clientbound,ClientboundPongResponsePacketTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.status.clientbound,ClientboundStatusResponsePacketTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.status.serverbound,ServerboundStatusRequestPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.status.serverbound,ServerboundPingRequestPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.status.serverbound,ServerboundStatusRequestPacketTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.status.serverbound,ServerboundPingRequestPacketTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.login.clientbound,ClientboundGameProfilePacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.login.clientbound,ClientboundLoginDisconnectPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.login.clientbound,ClientboundLoginCompressionPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.login.clientbound,ClientboundCustomQueryPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.login.clientbound,ClientboundLoginDisconnectPacketTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.login.clientbound,ClientboundGameProfilePacketTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.login.clientbound,ClientboundLoginCompressionPacketTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.login.clientbound,ClientboundHelloPacketTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.login.clientbound,ClientboundCustomQueryPacketTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.login.serverbound,ServerboundHelloPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.login.serverbound,ServerboundCustomQueryPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.login.serverbound,ServerboundCustomQueryPacketTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.login.serverbound,ServerboundHelloPacketTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundSoundEntityPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundSetDisplayChatPreviewPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundDisconnectPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundBossEventPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundPlayerInfoPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundUpdateRecipesPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundUpdateRecipesPacket,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: serialize
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundPingPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundStopSoundPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundStopSoundPacket,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: CustomSound; BuiltinSound in method serialize
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundStopSoundPacket,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: CustomSound; BuiltinSound in method serialize
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundUpdateAdvancementsPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundUpdateTagsPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundSetCameraPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundResourcePackPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundChatPreviewPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundCooldownPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundSystemChatPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundServerDataPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundAwardStatsPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundAwardStatsPacket,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: BreakBlockStatistic; CraftItemStatistic; UseItemStatistic; BreakItemStatistic; PickupItemStatistic; DropItemStatistic; KillEntityStatistic; KilledByEntityStatistic; CustomStatistic in method serialize
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundAwardStatsPacket,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: BreakBlockStatistic; CraftItemStatistic; UseItemStatistic; BreakItemStatistic; PickupItemStatistic; DropItemStatistic; KillEntityStatistic; KilledByEntityStatistic; CustomStatistic in method serialize
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundChangeDifficultyPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundCommandSuggestionsPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundTabListPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundRecipePacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundCommandsPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundCommandsPacket,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: serialize
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundSelectAdvancementsTabPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundPlayerChatPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundRespawnPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundCustomPayloadPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundKeepAlivePacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ServerDeclareRecipesTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound,ClientboundCommandsPacketTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound.scoreboard,ClientboundSetDisplayObjectivePacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound.scoreboard,ClientboundSetObjectivePacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound.scoreboard,ClientboundSetPlayerTeamPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound.scoreboard,ClientboundSetScorePacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound.level,ClientboundOpenSignEditorPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound.level,ClientboundExplodePacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound.level,ClientboundForgetLevelChunkPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound.level,ClientboundSetDefaultSpawnPositionPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound.level,ClientboundLightUpdatePacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound.level,ClientboundLevelChunkWithLightPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Steveice10_MCProtocolLib,com.github.steveice10.mc.protocol.packet.ingame.clientbound.level,ClientboundLevelParticlesPacket,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
