Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,setupSomeEmployeesAndMonthlyTaxes,Magic Number,The method contains a magic number: 2,73
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,setupSomeEmployeesAndMonthlyTaxes,Magic Number,The method contains a magic number: 10.0,73
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,setupSomeEmployeesAndMonthlyTaxes,Magic Number,The method contains a magic number: 2014,73
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,setupSomeEmployeesAndMonthlyTaxes,Magic Number,The method contains a magic number: 12.0,73
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,setupSomeEmployeesAndMonthlyTaxes,Magic Number,The method contains a magic number: 2014,73
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,setupSomeEmployeesAndMonthlyTaxes,Magic Number,The method contains a magic number: 2,73
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,setupSomeEmployeesAndMonthlyTaxes,Magic Number,The method contains a magic number: 13.0,73
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,saveTaxesFor2014_5,Long Identifier,The length of the field monthlyTaxForEmployeeRepository is 31.,98
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,saveTaxesFor2014_5,Long Statement,The length of the statement "MonthlyTaxForEmployee monthlyTaxForEmployee=new MonthlyTaxForEmployeeTestBuilder().withEmployee(employee).withTax(tax).withYear(2014).withMonth(5).withHasError(hasError).build();" is 178.,98
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,saveTaxesFor2014_5,Magic Number,The method contains a magic number: 2014,98
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeRepositoryTest,saveTaxesFor2014_5,Magic Number,The method contains a magic number: 5,98
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeTest,dateTimeIsFilledIn,Long Statement,The length of the statement "MonthlyTaxForEmployee monthlyTaxForEmployee=MonthlyTaxForEmployee.from(new EmployeeTestBuilder().build()`2014`5`Money.of(CurrencyUnit.EUR`10.00)`"there was an error");" is 167.,11
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeTest,dateTimeIsFilledIn,Magic Number,The method contains a magic number: 2014,11
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeTest,dateTimeIsFilledIn,Magic Number,The method contains a magic number: 5,11
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeTest,dateTimeIsFilledIn,Magic Number,The method contains a magic number: 10.00,11
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeTest,hasErrorMessage_True,Long Statement,The length of the statement "MonthlyTaxForEmployee monthlyTaxForEmployee=MonthlyTaxForEmployee.from(new EmployeeTestBuilder().build()`2014`5`Money.of(CurrencyUnit.EUR`10.00)`"there was an error");" is 167.,17
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeTest,hasErrorMessage_True,Magic Number,The method contains a magic number: 2014,17
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeTest,hasErrorMessage_True,Magic Number,The method contains a magic number: 5,17
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeTest,hasErrorMessage_True,Magic Number,The method contains a magic number: 10.00,17
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeTest,hasErrorMessage_False,Long Statement,The length of the statement "MonthlyTaxForEmployee monthlyTaxForEmployee=MonthlyTaxForEmployee.from(new EmployeeTestBuilder().build()`2014`5`Money.of(CurrencyUnit.EUR`10.00)`new byte[10]);" is 159.,23
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeTest,hasErrorMessage_False,Magic Number,The method contains a magic number: 2014,23
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeTest,hasErrorMessage_False,Magic Number,The method contains a magic number: 5,23
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeTest,hasErrorMessage_False,Magic Number,The method contains a magic number: 10.00,23
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain,MonthlyTaxForEmployeeTest,hasErrorMessage_False,Magic Number,The method contains a magic number: 10,23
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.email,EmailAttachmentTO,toString,Long Statement,The length of the statement "return "EmailAttachmentTO{" + "mimeType='" + mimeType + '\''+ "` name='"+ name+ '\''+ "` description='"+ description+ '\''+ '}';" is 128.,42
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.email,EmailTO,toString,Long Statement,The length of the statement "return "EmailTO{" + "tos=" + tos + "` attachments="+ attachments+ "` body='"+ body+ '\''+ "` subject='"+ subject+ '\''+ "` from='"+ from+ '\''+ '}';" is 148.,53
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.generation,ApplicationRepositoryCleaner,deleteAll,Long Identifier,The length of the field monthlyTaxForEmployeeRepository is 31.,24
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.generation,ApplicationRepositoryCleanerTest,testDeleteAll,Long Identifier,The length of the field monthlyTaxForEmployeeRepositoryMock is 35.,28
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.reporting,MonthlyReportRepository,findByYearAndMonth,Long Statement,The length of the statement "TypedQuery<MonthlyReport> typedQuery=entityManager.createNamedQuery(MonthlyReport.FIND_BY_YEAR_AND_MONTH`MonthlyReport.class);" is 126.,15
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.reporting,MonthlyReport,from,Long Parameter List,The method has 5 parameters. ,54
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.reporting,MonthlyReportRepositoryTest,testFindByYearAndMonth,Magic Number,The method contains a magic number: 3L,17
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.reporting,MonthlyReportRepositoryTest,testFindByYearAndMonth,Magic Number,The method contains a magic number: 2014,17
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.reporting,MonthlyReportRepositoryTest,testFindByYearAndMonth,Magic Number,The method contains a magic number: 3,17
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.reporting,MonthlyReportRepositoryTest,testFindByYearAndMonth,Magic Number,The method contains a magic number: 4L,17
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.reporting,MonthlyReportRepositoryTest,testFindByYearAndMonth,Magic Number,The method contains a magic number: 2014,17
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.reporting,MonthlyReportRepositoryTest,testFindByYearAndMonth,Magic Number,The method contains a magic number: 4,17
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.reporting,MonthlyReportRepositoryTest,testFindByYearAndMonth,Magic Number,The method contains a magic number: 2014,17
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.reporting,MonthlyReportRepositoryTest,testFindByYearAndMonth,Magic Number,The method contains a magic number: 3,17
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.reporting,MonthlyReportRepositoryTest,testFindByYearAndMonth,Magic Number,The method contains a magic number: 2014,17
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.reporting,MonthlyReportRepositoryTest,testFindByYearAndMonth,Magic Number,The method contains a magic number: 4,17
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.reporting,MonthlyReportRepositoryTest,testFindById,Magic Number,The method contains a magic number: 3L,34
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.reporting,MonthlyReportRepositoryTest,testFindById,Magic Number,The method contains a magic number: 2014,34
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.reporting,MonthlyReportRepositoryTest,testFindById,Magic Number,The method contains a magic number: 3,34
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.reporting,MonthlyReportRepositoryTest,testFindById,Magic Number,The method contains a magic number: 4L,34
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.reporting,MonthlyReportRepositoryTest,testFindById,Magic Number,The method contains a magic number: 2014,34
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.reporting,MonthlyReportRepositoryTest,testFindById,Magic Number,The method contains a magic number: 4,34
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.pdf,PdfAssertions,getPdfText,Empty catch clause,The method has an empty catch block.,21
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.pdf,PDFGeneratorServiceTest,pdfGeneratorServiceIsThreadSafe,Magic Number,The method contains a magic number: 10,42
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.pdf,PDFGeneratorServiceTest,doPdfGenerationInMultipleThreads,Long Statement,The length of the statement "Set<Future<byte[]>> results=createCallsToPdfGeneratorServiceMultiThreaded(pdfGeneratorService`numberOfSimultaneousThreads`startCountDownLatch`endCountDownLatch);" is 161.,50
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.pdf,PDFGeneratorServiceTest,createCallsToPdfGeneratorServiceMultiThreaded,Long Identifier,The length of the identifier pdfGeneratorServiceForMultipleThreads is 37.,73
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.pdf,PDFGeneratorServiceTest,createCallsToPdfGeneratorServiceMultiThreaded,Long Statement,The length of the statement "Callable<byte[]> pdfGeneratorServiceForMultipleThreads=createPdfGeneratorServiceForMultipleThreads(pdfGeneratorService`startCountDownLatch`endCountDownLatch);" is 158.,73
cegeka_batchers,be.cegeka.batchers.taxcalculator.application.domain.pdf,PDFGeneratorServiceTest,waitForXDocReportToInitialize,Magic Number,The method contains a magic number: 2,102
cegeka_batchers,be.cegeka.batchers.taxcalculator.infrastructure.config,EventBusPostProcessor,postProcessAfterInitialization,Long Statement,The length of the statement "LOG.trace("Bean {} containing method {} was subscribed to {}"`new Object[]{beanName`method.getName()`EventBus.class.getCanonicalName()});" is 137.,26
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.model,EmployeeTaxTo,EmployeeTaxTo,Long Parameter List,The method has 5 parameters. ,21
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestController,getEmployees,Long Identifier,The length of the field presentationEmployeeRepository is 30.,33
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestController,getEmployeeCount,Long Identifier,The length of the field presentationEmployeeRepository is 30.,39
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestController,getEmployeeDetails,Long Identifier,The length of the field presentationEmployeeRepository is 30.,45
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestController,getEmployeeTaxes,Long Statement,The length of the statement "List<EmployeeTaxTo> employeeTaxTos=employeeTaxes.stream().map(mapTaxCalculationToEmployeeTaxTo(employee)).sorted(comparing(onMonth).reversed()).collect(Collectors.toList());" is 173.,51
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestController,mapTaxCalculationToEmployeeTaxTo,Long Identifier,The length of the field monthlyTaxForEmployeeRepository is 31.,65
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestController,mapTaxCalculationToEmployeeTaxTo,Long Statement,The length of the statement "MonthlyTaxForEmployee monthlyTaxForEmployee=monthlyTaxForEmployeeRepository.find(employee`taxCalculation.getYear()`taxCalculation.getMonth());" is 142.,65
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestController,mapTaxCalculationToEmployeeTaxTo,Long Statement,The length of the statement "String status=monthlyTaxForEmployee == null ? "IN PROGRESS" : monthlyTaxForEmployee.getMonthlyReportPdf() == null ? "FAILURE" : "SUCCESS";" is 138.,65
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestController,mapTaxCalculationToEmployeeTaxTo,Long Statement,The length of the statement "return new EmployeeTaxTo(taxCalculation.getYear()`taxCalculation.getMonth()`taxCalculation.getTax()`taxCalculation.getCalculationDate()`status);" is 144.,65
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,JobResultsControllerTest,testGetReportContent,Long Statement,The length of the statement "mockMvc.perform(get("/files/job_report/" + JOB_EXECUTION_ID + ".pdf")).andExpect(status().isOk()).andExpect(content().bytes(bytes));" is 132.,52
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,JobResultsControllerTest,testGetReportContent,Magic Number,The method contains a magic number: 2014,52
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,JobResultsControllerTest,testGetReportContent,Magic Number,The method contains a magic number: 4,52
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestControllerTest,setUp,Long Statement,The length of the statement "mockMvc=MockMvcBuilders.standaloneSetup(employeeRestController).setMessageConverters(new MappingJackson2HttpMessageConverter()).build();" is 136.,52
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestControllerTest,givenOneEmployee_whenGetEmployees_thenReturnCorrectJson,Long Identifier,The length of the field presentationEmployeeRepository is 30.,59
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestControllerTest,givenOneEmployee_whenGetEmployees_thenReturnCorrectJson,Long Statement,The length of the statement "EmployeeTo employeeTo=new EmployeeTo(employee.getFirstName()`employee.getLastName()`employee.getEmail()`employee.getIncome()`Money.parse("EUR 200")`1L`0l);" is 155.,59
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestControllerTest,givenOneEmployee_whenGetEmployees_thenReturnCorrectJson,Long Statement,The length of the statement "MvcResult mvcResult=mockMvc.perform(get("/employees?page=0&pageSize=10").contentType(MediaType.APPLICATION_JSON)).andExpect(status().isOk()).andReturn();" is 153.,59
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestControllerTest,givenOneEmployee_whenGetEmployees_thenReturnCorrectJson,Magic Number,The method contains a magic number: 200,59
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestControllerTest,givenOneEmployee_whenGetEmployees_thenReturnCorrectJson,Magic Number,The method contains a magic number: 10,59
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestControllerTest,givenOneEmployee_whenGetEmployeeCount_thenReturnCorrectJson,Long Identifier,The length of the field presentationEmployeeRepository is 30.,79
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestControllerTest,givenOneEmployee_whenGetEmployeeCount_thenReturnCorrectJson,Long Statement,The length of the statement "MvcResult mvcResult=mockMvc.perform(get("/employees/count").contentType(MediaType.APPLICATION_JSON)).andExpect(status().isOk()).andReturn();" is 140.,79
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestControllerTest,testGetEmployeeTaxes,Long Identifier,The length of the field monthlyTaxForEmployeeRepository is 31.,92
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestControllerTest,testGetEmployeeTaxes,Magic Number,The method contains a magic number: 12L,92
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestControllerTest,testGetEmployeeTaxes,Magic Number,The method contains a magic number: 2012,92
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestControllerTest,testGetEmployeeTaxes,Magic Number,The method contains a magic number: 2,92
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,EmployeeRestControllerTest,testGetEmployeeTaxes,Magic Number,The method contains a magic number: 10,92
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,GenerateEmployeesRestControllerTest,setUp,Long Identifier,The length of the field generateEmployeesRestController is 31.,34
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,GenerateEmployeesRestControllerTest,setUp,Long Statement,The length of the statement "mockMvc=MockMvcBuilders.standaloneSetup(generateEmployeesRestController).setMessageConverters(new MappingJackson2HttpMessageConverter()).build();" is 145.,34
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.rest.controller,GenerateEmployeesRestControllerTest,testGetFirst20Employees,Long Identifier,The length of the field TEST_NUMBER_OF_EMPLOYEES_TO_GENERATE is 36.,41
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.utils,JodaMoneySerializerTest,testMoneySerialization,Magic Number,The method contains a magic number: 234.56,21
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.config,WebAppInitializer,onStartup,Long Statement,The length of the statement "ServletRegistration.Dynamic dispatcherServlet=servletContext.addServlet(DISPATCHER_SERVLET_NAME`new DispatcherServlet(ctx));" is 124.,24
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.config,PresentationTestConfig,presentationEmployeeRepository,Long Identifier,The length of the identifier presentationEmployeeRepository is 30.,16
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.to,EmployeeTo,EmployeeTo,Long Parameter List,The method has 7 parameters. ,26
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.repositories,PresentationEmployeeRepositoryTest,givenEmployeeWithError_whenGetEmployees_employeeWithErrorIsReturned,Long Identifier,The length of the field presentationEmployeeRepository is 30.,39
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.repositories,PresentationEmployeeRepositoryTest,givenEmployeeWithError_whenGetEmployees_employeeWithErrorIsReturned,Long Statement,The length of the statement "MonthlyTaxForEmployee monthlyTax=new MonthlyTaxForEmployeeTestBuilder().withEmployee(first).withLastErrorMessage("BOOM!!!").build();" is 132.,39
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.repositories,PresentationEmployeeRepositoryTest,givenEmployeeWithNoError_whenGetEmployees_employeeWithNoErrorIsReturned,Long Identifier,The length of the field presentationEmployeeRepository is 30.,55
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.repositories,PresentationEmployeeRepositoryTest,givenEmployeeWithError_whenGetEmploye_employeeWithErrorIsReturned,Long Identifier,The length of the field presentationEmployeeRepository is 30.,70
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.repositories,PresentationEmployeeRepositoryTest,givenEmployeeWithError_whenGetEmploye_employeeWithErrorIsReturned,Long Statement,The length of the statement "MonthlyTaxForEmployee monthlyTax=new MonthlyTaxForEmployeeTestBuilder().withEmployee(first).withLastErrorMessage("BOOM!!!").build();" is 132.,70
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.repositories,PresentationEmployeeRepositoryTest,givenEmployeeWithNoError_whenGetEmployee_employeeWithNoErrorIsReturned,Long Identifier,The length of the field presentationEmployeeRepository is 30.,87
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.performance,ThreadedPerformanceTest,setUp,Magic Number,The method contains a magic number: 2L,53
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.performance,ThreadedPerformanceTest,setUp,Magic Number,The method contains a magic number: 2014L,53
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.performance,ThreadedPerformanceTest,setUp,Magic Number,The method contains a magic number: 51,53
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.performance,ThreadedPerformanceTest,setUp,Magic Number,The method contains a magic number: 50,53
cegeka_batchers,be.cegeka.batchers.taxcalculator.presentation.performance,ThreadedPerformanceTest,respondSuccess,Long Statement,The length of the statement "mockServer.expect(requestTo(taxServiceUrl)).andExpect(method(HttpMethod.POST)).andRespond(withSuccess(STATUS_OK`MediaType.APPLICATION_JSON));" is 141.,88
